user_id,journey_id,plug_in_date,plug_in_time,departure_date,departure_time,distance,user_type
2_9_5,7b2e807b2ced4e55baa36d4e04eeebe7,2022/08/10,23:27,2022/08/11,07:35,18,9_5
3_9_5,aa275e136ed54bffb320ce3d8696427a,2022/08/10,17:04,2022/08/10,19:44,15,9_5
3_9_5,8c69814ac040447582fc90a532d4243e,2022/08/10,23:40,2022/08/11,08:25,46,9_5
4_9_5,140b3187684f4f5b853c3ada95be319b,2022/08/10,17:22,2022/08/10,19:58,4,9_5
4_9_5,f902391d40e34fdba19930ad362f5c3e,2022/08/10,23:52,2022/08/11,08:24,5,9_5
5_9_5,8b839591a0c24d12bb49509e3039664a,2022/08/10,17:21,2022/08/10,21:16,37,9_5
5_9_5,a00b442397a54948a72f702944a04ce7,2022/08/11,00:40,2022/08/11,09:29,18,9_5
6_9_5,7ec2330680f14643bf3e86c570f3fc14,2022/08/10,17:14,2022/08/10,20:48,11,9_5
6_9_5,65b5fc29c0054e7d84c6a56ebefc11d4,2022/08/11,00:53,2022/08/11,09:19,1,9_5
1_9_5,87569194b3ad4db0a0c2d416aa265544,2022/08/11,17:52,2022/08/11,20:58,3,9_5
1_9_5,54a2c709d3d842869dbd77c3f5522e25,2022/08/11,23:50,2022/08/12,08:45,30,9_5
2_9_5,bb4834fa19874be3bfabe705b3ec13d6,2022/08/11,17:04,2022/08/11,20:01,1,9_5
2_9_5,b6d7285213cb45a8acb15d952346ce81,2022/08/11,23:41,2022/08/12,07:52,28,9_5
3_9_5,666bf183b6414a6b9cf9f81b72cc9ee2,2022/08/11,17:04,2022/08/11,19:44,14,9_5
3_9_5,5e26856822c64857bbdb77e87105738b,2022/08/12,00:07,2022/08/12,08:51,22,9_5
4_9_5,377dbd948f614dc981b9c4a14977b94d,2022/08/11,17:43,2022/08/11,21:16,41,9_5
4_9_5,d9e12e5bc20444c08969eb20e3956020,2022/08/12,00:39,2022/08/12,09:42,5,9_5
5_9_5,6869fb22e2454c1fa4e7486abaf1cc16,2022/08/11,17:23,2022/08/11,21:14,33,9_5
5_9_5,47dadd42c7e540249ad5a75cec97de80,2022/08/11,23:45,2022/08/12,09:41,4,9_5
6_9_5,b68993f809754636a948fa06aa03ffc6,2022/08/11,17:31,2022/08/11,21:59,2,9_5
6_9_5,ecae3a08850d4c00ab8ab004b311015a,2022/08/12,02:07,2022/08/12,10:43,35,9_5
1_9_5,b1367a7812b44565af14b63c87b3326f,2022/08/12,17:52,2022/08/12,20:42,14,9_5
1_9_5,1f041bbbb0c04a29afa015fac7e59943,2022/08/12,23:13,2022/08/13,06:31,32,9_5
2_9_5,ff6d60a341784293bb942a680b045139,2022/08/12,17:48,2022/08/12,21:43,15,9_5
2_9_5,04e7b30a5f934c8c88fdd88eba58c772,2022/08/13,01:04,2022/08/13,10:14,1,9_5
3_9_5,73e574262a174e258c890ebb773bde00,2022/08/12,17:58,2022/08/12,20:07,50,9_5
3_9_5,b18ed5792c3f4c8fb74370bd4313c573,2022/08/12,22:59,2022/08/13,06:39,50,9_5
4_9_5,23b9b59abc744a29acd2ddc81f4beb45,2022/08/12,17:29,2022/08/12,20:26,31,9_5
4_9_5,f4b20e1d831d49e0977dbe24461cdef9,2022/08/12,23:02,2022/08/13,07:28,29,9_5
5_9_5,c0129b48eb2d42bd8b70f9a03346bafd,2022/08/12,17:11,2022/08/12,21:38,20,9_5
5_9_5,dd2f77394c2840e5a76b4f0a41754e24,2022/08/12,23:58,2022/08/13,07:11,58,9_5
6_9_5,f21be2312df345dfb7c2ac7195754bd1,2022/08/12,17:40,2022/08/12,21:25,35,9_5
6_9_5,f79896590661402aa155d2ec3f21b1d7,2022/08/13,01:25,2022/08/13,10:16,29,9_5
1_9_5,6abcf8f9f47a490eb29e19ed3874b262,2022/08/13,17:48,2022/08/13,20:45,13,9_5
1_9_5,698fa3af1c394382be25bd2494a37843,2022/08/13,23:21,2022/08/14,08:20,49,9_5
2_9_5,34efabc4ea474ad7a48be71d9a0fc879,2022/08/13,17:16,2022/08/13,19:37,24,9_5
2_9_5,69e60588a0ef41d2a0f3319aaa5dcec3,2022/08/13,21:46,2022/08/14,05:49,16,9_5
3_9_5,e99c8125172343a4a4a22294f0799df8,2022/08/13,18:00,2022/08/13,20:59,2,9_5
3_9_5,7d45bd288ec342c1b2aa7692dc6f28d0,2022/08/13,23:31,2022/08/14,07:46,32,9_5
4_9_5,ea0a3d0bd2e041039d7ef4792fe5308a,2022/08/13,17:19,2022/08/13,21:33,23,9_5
4_9_5,6ed099fc50194348aadd42f80eeef52f,2022/08/14,00:17,2022/08/14,08:05,54,9_5
5_9_5,378fa9ebcf75487282554c8530631d71,2022/08/13,17:35,2022/08/13,19:39,19,9_5
5_9_5,6833ba6d2ab04b62a0b5ee7f770d7e82,2022/08/13,23:58,2022/08/14,08:31,37,9_5
6_9_5,534d5286133440f2b464d66906d7a39c,2022/08/13,17:08,2022/08/13,19:21,37,9_5
6_9_5,1bf14ad82181424e91d20b07d164ecda,2022/08/13,22:06,2022/08/14,07:33,18,9_5
1_9_5,ef56084232b843118fa3d6257bc2a9fc,2022/08/14,17:42,2022/08/14,21:19,39,9_5
1_9_5,bf932223a5004fbf928b349a2f9b4c6b,2022/08/14,23:37,2022/08/15,07:41,9,9_5
2_9_5,5088b3e785394369a7c949e48514577e,2022/08/14,17:51,2022/08/14,19:14,37,9_5
2_9_5,3da6cae1c9864613aef3db54387ec807,2022/08/14,22:49,2022/08/15,07:51,50,9_5
3_9_5,8e9efd9124e84b0cae8dedb78a6e4bca,2022/08/14,17:07,2022/08/14,21:32,29,9_5
3_9_5,4fa875b2556f4e39a7cbe07ad72bbe16,2022/08/15,00:55,2022/08/15,08:49,14,9_5
4_9_5,aa40bb7f7d3545bca1d29f270b08810e,2022/08/14,17:58,2022/08/14,20:27,30,9_5
4_9_5,ccc6f2ecab904f418ee01f7abab0ca7a,2022/08/14,23:34,2022/08/15,08:32,26,9_5
5_9_5,64443d6f09db4c3292ac8820f4ebd0cd,2022/08/14,17:25,2022/08/14,19:18,40,9_5
5_9_5,d42a8f0bfb434ed7b89faa39a02095bd,2022/08/14,23:19,2022/08/15,07:43,6,9_5
6_9_5,d409eaced2b74389991eccfa84f0f946,2022/08/14,17:40,2022/08/14,20:22,28,9_5
6_9_5,b457eb688fe14b92a26c166b1cf0f46e,2022/08/14,22:34,2022/08/15,07:20,29,9_5
1_nurse,9809803d91704bd6a51a7e663122cf6f,2022/08/08,08:47,2022/08/08,10:33,27,nurse
1_nurse,46520b7be7b54f5fb8dd291ddc263982,2022/08/08,14:07,2022/08/08,23:50,14,nurse
2_nurse,931f15ce70554631883ab6877eee2b40,2022/08/08,08:42,2022/08/08,12:33,22,nurse
2_nurse,d5b5414b1fc04bf3884c065f137ecfa5,2022/08/08,14:19,2022/08/08,22:31,27,nurse
3_nurse,1232938239a548a38ccdea25e8167080,2022/08/08,08:03,2022/08/08,10:54,7,nurse
3_nurse,d2604bd123dc4e65a20250e85521a33a,2022/08/08,12:59,2022/08/08,20:45,33,nurse
1_nurse,e72cee5c22c547d88a1ed8ca08f79147,2022/08/09,08:20,2022/08/09,12:47,13,nurse
1_nurse,719253e007b142d5aa488c441babc2da,2022/08/09,16:24,2022/08/10,00:24,50,nurse
2_nurse,e0e1886b0d9f48d081744da7063a228d,2022/08/09,08:56,2022/08/09,12:18,40,nurse
2_nurse,e17ff08e43c14f90b533a2fa1a5e3219,2022/08/09,16:27,2022/08/10,00:51,57,nurse
3_nurse,f0ef8f1e551f42c5aa3f51d55f17c9f4,2022/08/09,08:41,2022/08/09,12:08,50,nurse
3_nurse,9e39746cf9f840e1831da96e940d19c7,2022/08/09,14:30,2022/08/09,22:28,11,nurse
1_nurse,d715d243896846ba84ba9a4c7afcd067,2022/08/10,08:05,2022/08/10,10:00,42,nurse
1_nurse,021db38f32724cacb4c8c2f63e8cbb13,2022/08/10,13:28,2022/08/10,20:31,51,nurse
2_nurse,12e9211ec70246088da25dba4f738529,2022/08/10,08:07,2022/08/10,11:18,31,nurse
2_nurse,ec72b87f39464484a68d863a79c2541a,2022/08/10,13:51,2022/08/10,22:50,57,nurse
3_nurse,5d156ba50c7a4a399cf5614ce06bce54,2022/08/10,08:51,2022/08/10,12:31,23,nurse
3_nurse,7ead6b13a2a740abbbd6aa42a937a8eb,2022/08/10,16:48,2022/08/11,01:37,22,nurse
1_nurse,c2b13533e9ef4904b1fa1d4f9cd60850,2022/08/11,08:32,2022/08/11,12:11,36,nurse
1_nurse,062011ad4485473dbd556e54091d5a91,2022/08/11,16:19,2022/08/12,01:08,29,nurse
2_nurse,63506b05a87b41d7a23fde47b2ad9a4e,2022/08/11,08:59,2022/08/11,11:53,8,nurse
2_nurse,14aed44bd8d0421db3cf9ab5bbb15fc9,2022/08/11,13:54,2022/08/11,22:38,32,nurse
3_nurse,0555e11466e34d02a4d24c4dc57edeeb,2022/08/11,08:15,2022/08/11,11:28,29,nurse
3_nurse,4b8fd044777841cb94fbef853ced80cd,2022/08/11,13:47,2022/08/11,21:07,43,nurse
4_nurse,c29cdde3cd544a6eb92111b9aa015348,2022/08/08,17:37,2022/08/08,21:58,3,nurse
4_nurse,fc5b1122485d4cb08e748385603dd5c8,2022/08/09,00:10,2022/08/09,09:27,2,nurse
5_nurse,30d4d865c69840cfbbbdffd53a279e9e,2022/08/08,17:02,2022/08/08,19:52,8,nurse
5_nurse,2adf16bb5d5043f99afac77a72645121,2022/08/08,21:43,2022/08/09,06:24,47,nurse
6_nurse,234ab05b9c9c40839ce65d4d5484b523,2022/08/08,17:44,2022/08/08,19:02,50,nurse
6_nurse,f6f9dbab53b84ef7a709ff5b50a8a155,2022/08/08,23:17,2022/08/09,07:40,42,nurse
4_nurse,58390a88b1d541e3b92dfae4f42813f2,2022/08/09,17:55,2022/08/09,19:49,12,nurse
4_nurse,de3f42b00bd74897b36fd0d22a91ed16,2022/08/09,22:20,2022/08/10,07:12,8,nurse
5_nurse,38fc46085cb0472d9e57e17aa14ad919,2022/08/09,17:14,2022/08/09,20:18,35,nurse
5_nurse,328c06e432c34e9fa5331e152baab01a,2022/08/09,23:43,2022/08/10,07:53,54,nurse
6_nurse,cfeeb382ca1b45d1ade18db1361d3770,2022/08/09,17:29,2022/08/09,20:28,32,nurse
6_nurse,c7a200bad9214c0da935e986fb6c92cf,2022/08/09,22:17,2022/08/10,07:49,9,nurse
4_nurse,a8b3f0f0b275425da1d6678d6fdce700,2022/08/10,17:43,2022/08/10,21:09,37,nurse
4_nurse,25d8760ee76e4ee3a284798c2945501c,2022/08/10,23:51,2022/08/11,09:30,10,nurse
5_nurse,6b69a553e80f4b859eb4afaf0500fdc7,2022/08/10,17:47,2022/08/10,20:56,5,nurse
5_nurse,69f91129c9c44bf88e77900569aa07fc,2022/08/10,23:32,2022/08/11,08:21,5,nurse
6_nurse,a865e5f11b2049208203d43e6bf9be47,2022/08/10,17:08,2022/08/10,19:50,10,nurse
6_nurse,30ef1ce11874421d8bf7e697de61875f,2022/08/10,23:34,2022/08/11,08:33,45,nurse
4_nurse,26ba415a24df4ceba7f2c4af218c26d4,2022/08/11,17:22,2022/08/11,20:41,14,nurse
4_nurse,54f3fcee92b44cc4b71ef921f21b3a44,2022/08/12,00:59,2022/08/12,09:31,35,nurse
5_nurse,66cf86de644d477e8e7a13f711a8cb00,2022/08/11,17:59,2022/08/11,19:15,45,nurse
5_nurse,6c078d3650184d26bdc7e550e797e761,2022/08/11,22:44,2022/08/12,06:36,10,nurse
6_nurse,a1e6ed1d53b54a479bd9bdec40760d6c,2022/08/11,17:15,2022/08/11,21:09,43,nurse
6_nurse,727c5a2b085341b1aa339ed1d1886d17,2022/08/12,01:13,2022/08/12,10:09,28,nurse
4_nurse,1ab78376fad448c888f85478734150ca,2022/08/15,08:44,2022/08/15,10:00,46,nurse
4_nurse,f437b900715544a7a003b445af222d29,2022/08/15,11:45,2022/08/15,19:35,42,nurse
5_nurse,185969266d2044fbb20def7d148d0ee9,2022/08/15,09:01,2022/08/15,10:50,10,nurse
5_nurse,a42700234b5e45cb96bd6b889c62f39c,2022/08/15,12:22,2022/08/15,21:24,50,nurse
6_nurse,7acd832e64e845bb855f57dd11f0fa49,2022/08/15,08:15,2022/08/15,12:12,37,nurse
6_nurse,301aac61c5924ea0bf337a2c49fe1d7b,2022/08/15,16:33,2022/08/16,01:41,2,nurse
4_nurse,028a433b35724fc3b733c73d8afdcb0f,2022/08/16,08:04,2022/08/16,11:58,3,nurse
4_nurse,09714ad6e9e74fdd88f69631a6c69185,2022/08/16,16:29,2022/08/17,00:49,39,nurse
5_nurse,2c72ccdd0a83416198680537ff8b566d,2022/08/16,08:43,2022/08/16,11:44,16,nurse
5_nurse,535edd22f4b64cc6aef6d59969bd2120,2022/08/16,14:20,2022/08/16,23:50,18,nurse
6_nurse,e1a9362ae3024b19887cfff8f1aef51d,2022/08/16,08:40,2022/08/16,10:03,40,nurse
6_nurse,66e181c7c9c84aa3b7227143eae5db76,2022/08/16,12:54,2022/08/16,22:08,21,nurse
4_nurse,9bab3ee348a5442b8490a2a809d692c2,2022/08/17,08:17,2022/08/17,12:52,7,nurse
4_nurse,c29f88d4d13647f6acd6771169680851,2022/08/17,15:51,2022/08/17,23:34,42,nurse
5_nurse,e205ede967a74b059377bffbb309dfe6,2022/08/17,08:06,2022/08/17,12:47,14,nurse
5_nurse,a383706ed40247ac86a76c0d9dbdff98,2022/08/17,15:13,2022/08/17,23:31,37,nurse
6_nurse,d21dd439125e4f1dbeac56c436692776,2022/08/17,08:48,2022/08/17,10:12,49,nurse
6_nurse,0de4306433b740aab98925ba62f3428b,2022/08/17,14:37,2022/08/17,22:46,47,nurse
1_nurse,195fff89d19f4441808bb28fef6bc849,2022/08/15,17:44,2022/08/15,20:26,24,nurse
1_nurse,dc3db21fab2942949eb798cadaeabce7,2022/08/16,00:24,2022/08/16,08:09,47,nurse
2_nurse,9f48dd1aa82b4b5db110ef86fe1c62aa,2022/08/15,17:06,2022/08/15,20:59,2,nurse
2_nurse,3ab1d274b05e4b7bb9b3e0c662a5dde0,2022/08/15,22:50,2022/08/16,07:50,28,nurse
3_nurse,478846bde19d459fba27287b631dab77,2022/08/15,17:02,2022/08/15,19:53,7,nurse
3_nurse,a0531d8aea894ecd90d54cc8f8ef9c3f,2022/08/15,21:24,2022/08/16,06:55,24,nurse
1_nurse,ae3eba402f5c49e095196d1065d0a935,2022/08/16,17:04,2022/08/16,19:58,3,nurse
1_nurse,679d7a8033c24a1f82efa9ec221f31cd,2022/08/16,21:29,2022/08/17,07:13,15,nurse
2_nurse,e5d55c2fe67843ecb305fa5a2af8e5fa,2022/08/16,17:16,2022/08/16,19:11,44,nurse
2_nurse,6799f07238bd4da1a07bc0f7a54578dd,2022/08/16,21:30,2022/08/17,04:51,40,nurse
3_nurse,6746c897f1bc4fd9ad88f2cf68cb633f,2022/08/16,17:24,2022/08/16,21:19,39,nurse
3_nurse,34cb739fd35a4520a027c1f4ffabafb9,2022/08/16,23:12,2022/08/17,07:52,41,nurse
1_nurse,39cadb21dd734398bf7124b40b524e57,2022/08/17,17:44,2022/08/17,20:58,3,nurse
1_nurse,4bc1fe3828f448b59d9133d4d960c867,2022/08/17,23:27,2022/08/18,06:48,36,nurse
2_nurse,2b9fce49b7884114b4c8c03279383709,2022/08/17,17:48,2022/08/17,19:36,19,nurse
2_nurse,810ef1fbf0d14bb6960e930925ea8917,2022/08/17,23:27,2022/08/18,08:51,12,nurse
3_nurse,5600c91b1677402c839680b2f921c842,2022/08/17,17:57,2022/08/17,21:38,20,nurse
3_nurse,ab4c96aba43242dc8b914f9406e3386b,2022/08/18,01:43,2022/08/18,11:00,8,nurse
1_5_9,d717466d0d3343e581bb6ebe51877b7b,2022/08/08,08:33,2022/08/08,11:42,13,5_9
1_5_9,0ee1b31f7e7448789f8620d08680f643,2022/08/08,15:13,2022/08/09,00:00,11,5_9
2_5_9,f5e35cf684bd49bea73524aa01424d69,2022/08/08,08:41,2022/08/08,12:34,27,5_9
2_5_9,64e6148d3e914376a7054d9bc37943f1,2022/08/08,14:17,2022/08/08,23:04,59,5_9
3_5_9,0076c4690297403d807aa751a03d2a55,2022/08/08,08:27,2022/08/08,11:28,25,5_9
3_5_9,3ffe5879ac594cba8d70069e8fea392a,2022/08/08,13:41,2022/08/08,21:39,15,5_9
4_5_9,4fef5ed728b947c2896266d93e13bed3,2022/08/08,08:40,2022/08/08,11:26,35,5_9
4_5_9,952bebe7e8554d37a17b4a82f5f922ec,2022/08/08,15:38,2022/08/09,00:13,37,5_9
5_5_9,6ef9933ba10941e2815fdf371fcfb0b2,2022/08/08,08:28,2022/08/08,12:27,34,5_9
5_5_9,fa36cd3e0e554816be4db680fcfe5870,2022/08/08,16:32,2022/08/09,01:43,15,5_9
6_5_9,303bf69cb2b34848838da0b77bf1e0a7,2022/08/08,08:14,2022/08/08,11:43,17,5_9
6_5_9,421dc5ba4d304c63ab6cd3fdb36d260f,2022/08/08,14:12,2022/08/08,23:14,1,5_9
1_5_9,3e4b6058037945fbad924abcdab4d378,2022/08/09,08:56,2022/08/09,11:30,29,5_9
1_5_9,1389a6dfa45c4573938ee97d3ab18899,2022/08/09,14:00,2022/08/09,22:26,30,5_9
2_5_9,8377cf50d80c466fa952e6cd1c7e859b,2022/08/09,08:41,2022/08/09,12:00,1,5_9
2_5_9,c8614472ec3a42999ededb0f777ec4bb,2022/08/09,15:18,2022/08/09,23:56,29,5_9
3_5_9,4236cfed35294ecf9ac739abf6412bc2,2022/08/09,08:53,2022/08/09,12:19,36,5_9
3_5_9,17d5499b948943bc83a121ba9d1a1a16,2022/08/09,15:47,2022/08/09,23:35,15,5_9
4_5_9,70cba0545d3746a687c616d64ad89fa0,2022/08/09,08:31,2022/08/09,11:05,44,5_9
4_5_9,643bfb0e6f75400bafaa1b610f1e51f2,2022/08/09,12:41,2022/08/09,22:25,10,5_9
5_5_9,c53f88a7549f4b76924a447d1b044e79,2022/08/09,08:37,2022/08/09,12:34,23,5_9
5_5_9,b4fa055052e94b9296c43d57f7c703ee,2022/08/09,16:05,2022/08/10,00:40,18,5_9
6_5_9,15bcb70034fc486e9e413c96ee06c241,2022/08/09,08:34,2022/08/09,10:21,34,5_9
6_5_9,338e59ede47e4de594dfa144e3824bd6,2022/08/09,13:48,2022/08/09,21:01,39,5_9
1_5_9,ec7d01939add404fb26ce59c51f1f0bc,2022/08/10,08:10,2022/08/10,11:10,47,5_9
1_5_9,296db069d9de4b52a236f7be8e9e3411,2022/08/10,14:36,2022/08/10,23:37,4,5_9
2_5_9,9b21141db1754002bb67293f935dcea6,2022/08/10,08:00,2022/08/10,12:51,9,5_9
2_5_9,ad2fd155093d47a683d02d979a8dce9c,2022/08/10,14:52,2022/08/10,23:07,12,5_9
3_5_9,3bc0b5e95e244d1cbc467bafb007d457,2022/08/10,08:06,2022/08/10,13:01,1,5_9
3_5_9,f0ee00cefc2347b8b7212b3afc798c43,2022/08/10,16:22,2022/08/11,01:01,28,5_9
4_5_9,f0e16014f418477b9f111e6ed4ae7277,2022/08/10,08:07,2022/08/10,10:40,16,5_9
4_5_9,edcb9e3445354fed9afbf01bee399be6,2022/08/10,15:05,2022/08/10,22:13,54,5_9
5_5_9,9e06a52f303e4cf28c05766cb3c1e893,2022/08/10,08:50,2022/08/10,11:31,30,5_9
5_5_9,4fd096acbfa94913bcc74a2c6648dbc2,2022/08/10,14:31,2022/08/10,23:19,36,5_9
6_5_9,7414519476034b9ca4da02c12c0a126a,2022/08/10,08:50,2022/08/10,10:13,37,5_9
6_5_9,96ebee63acd740c589b1c9570c448791,2022/08/10,13:30,2022/08/10,22:08,36,5_9
1_5_9,a24c7ed42379450492aa79771c62d180,2022/08/11,08:38,2022/08/11,11:52,10,5_9
1_5_9,ec0fccf83b7045a58922b84515ed5997,2022/08/11,14:17,2022/08/11,23:09,13,5_9
2_5_9,1054beb1f31d421ca6ca4e1cc81f6acf,2022/08/11,08:00,2022/08/11,12:51,9,5_9
2_5_9,bee6a16e6eb044c5b014073d83b8d63b,2022/08/11,16:25,2022/08/12,02:08,14,5_9
3_5_9,a1994e58a0be4e3f8cc254ad738d1d49,2022/08/11,08:37,2022/08/11,12:15,44,5_9
3_5_9,8d12820cd4564db2ad15935515b191dd,2022/08/11,14:20,2022/08/11,22:39,5,5_9
4_5_9,dd1683526bee4e48ad7577b0f302f734,2022/08/11,08:42,2022/08/11,10:57,4,5_9
4_5_9,c1c81686194f46139929651b51ab6448,2022/08/11,14:51,2022/08/11,23:24,4,5_9
5_5_9,5d2edfcff4274e2189faaebea46cad92,2022/08/11,08:40,2022/08/11,10:05,40,5_9
5_5_9,f7c668de2ea547f5bcdce869f256c8b0,2022/08/11,12:09,2022/08/11,19:45,49,5_9
6_5_9,3536824d808d4c22944248814bb60491,2022/08/11,08:03,2022/08/11,12:16,38,5_9
6_5_9,a513176e1e444445ae13adc50681b6c3,2022/08/11,13:56,2022/08/11,23:12,35,5_9
1_5_9,4a9738f8d30f422385c12ae812d89443,2022/08/12,08:10,2022/08/12,11:39,15,5_9
1_5_9,584ce7593e734983aee2d7b3b5ab4a27,2022/08/12,15:49,2022/08/13,00:39,29,5_9
2_5_9,dc9fc4cee7544f51b5ef51b7e149838e,2022/08/12,08:48,2022/08/12,12:04,52,5_9
2_5_9,fc0e441c351a4488bc70f9e03496f2c7,2022/08/12,13:50,2022/08/12,21:58,36,5_9
3_5_9,ff28c1a53c60446dae123b26493b0a93,2022/08/12,08:44,2022/08/12,11:22,33,5_9
3_5_9,f79a379ad7424accbf94b570c982ab47,2022/08/12,15:24,2022/08/12,23:03,38,5_9
4_5_9,1cb980e310554060a2138f8adf058ada,2022/08/12,08:12,2022/08/12,12:45,15,5_9
4_5_9,91ed4e67fd304b8196219776d26b7a3b,2022/08/12,15:18,2022/08/12,23:31,38,5_9
5_5_9,f0b1783b03664fd892383b09cce4bb1c,2022/08/12,08:59,2022/08/12,11:37,25,5_9
5_5_9,250f9053e36d4c0aad85243e4643d314,2022/08/12,13:08,2022/08/12,21:48,17,5_9
6_5_9,3e208cd588b244dda235fa682785c796,2022/08/12,08:37,2022/08/12,12:52,7,5_9
6_5_9,5254ebf9fbbe407b9665fa97de4a3e2c,2022/08/12,16:05,2022/08/12,23:24,59,5_9
1_5_9,33b07705a00f4ed1b337fe8baaf6b3f2,2022/08/13,08:09,2022/08/13,11:42,19,5_9
1_5_9,3b866b940456459f9f999aa3b35ae9f3,2022/08/13,14:22,2022/08/13,22:31,38,5_9
2_5_9,7097e93c80c94f82968341c3aa2c6c03,2022/08/13,08:20,2022/08/13,10:18,34,5_9
2_5_9,d4470e9b01ec431e9acd7abb437b1507,2022/08/13,13:28,2022/08/13,22:19,23,5_9
3_5_9,239950194ea249d383371a694ba579a5,2022/08/13,08:26,2022/08/13,12:24,26,5_9
3_5_9,be3c43a12f834d08ba5c460da8e4c0ae,2022/08/13,14:46,2022/08/13,23:04,50,5_9
4_5_9,050a81d174e847bc8d58c8506d763f76,2022/08/13,08:58,2022/08/13,11:48,10,5_9
4_5_9,0209f16459894e6688df7011e7186b2c,2022/08/13,15:24,2022/08/14,00:09,11,5_9
5_5_9,58440c2d76ef41f39ca542d6ae120390,2022/08/13,08:38,2022/08/13,11:58,3,5_9
5_5_9,f281669aed0b4f079dbdc4fc27453d9f,2022/08/13,15:29,2022/08/14,00:04,21,5_9
6_5_9,8b5505da182342df87039a865fbccc2b,2022/08/13,08:18,2022/08/13,10:58,3,5_9
6_5_9,9a18d7fc026f46e68d78bf4ecc3fdaf9,2022/08/13,14:36,2022/08/13,23:15,14,5_9
1_5_9,5fe385914a614c61af02446bd6118e74,2022/08/14,08:14,2022/08/14,10:31,24,5_9
1_5_9,f25406b0d3d14ff5a2c34b8162f4942e,2022/08/14,14:12,2022/08/15,00:02,1,5_9
2_5_9,9bd48357ad1142109d4445d425db61b2,2022/08/14,08:08,2022/08/14,10:05,47,5_9
2_5_9,572bc7c740d14c2798894816cf26498e,2022/08/14,12:15,2022/08/14,19:39,39,5_9
3_5_9,6b43b5f356af4ab2b133df293a3b4d66,2022/08/14,08:57,2022/08/14,11:36,22,5_9
3_5_9,f09233c6ad854469a039ed9dc64b9abe,2022/08/14,15:57,2022/08/14,23:52,14,5_9
4_5_9,c10db5c0833e46978352a6fb4d1395a1,2022/08/14,09:00,2022/08/14,10:25,33,5_9
4_5_9,483b8092864249dea2fd65eed954520f,2022/08/14,14:51,2022/08/14,22:05,46,5_9
5_5_9,3a6720e01cb34c66aef5375752ec9fc6,2022/08/14,08:34,2022/08/14,12:20,40,5_9
