user_id,journey_ids,plug_in_time,departure_time,time_slot,carbon_emission,avg_carbon_emission,avg_priority_carbon_emission,total_demand,charging_duration,user_type
16_5_9,"['1e4bfd5a60ff41a39462516516c6f38a', 'da0258257af84132b5a84fcae060b979']",2022-08-14 05:53,2022-08-14 08:53,2022-08-14 08:25 ~ 2022-08-14 08:53,89.36666666666667,3.191666666666667,44.68333333333334,19.2,28.0,5_9
8_nurse,"['1aa81f30b20f4193bb2bac5cb9f100cd', '9f948de71aad4b99b4bbb35b1007818e']",2022-08-08 09:07,2022-08-08 12:07,2022-08-08 11:50 ~ 2022-08-08 12:07,56.266666666666666,3.3098039215686272,28.133333333333333,15.6,17.0,nurse
8_nurse,"['2abde03c9cc8465c9731c10d19932493', 'c876da4953174e97a6ca2c5084936f99']",2022-08-09 09:39,2022-08-09 11:39,2022-08-09 11:18 ~ 2022-08-09 11:39,67.9,3.2333333333333334,33.95,16.8,21.0,nurse
8_nurse,"['932468553a834149b49cba4c953b7f7f', 'f7910106902f4dfb8b2429c2b373950b']",2022-08-10 09:24,2022-08-10 12:24,2022-08-10 11:47 ~ 2022-08-10 12:24,85.5,2.310810810810811,42.75,22.2,37.0,nurse
,,,,,,,,,,
8_nurse,"['718b0b2a739742a99e221654ad9dc1b4', '38547d9115494321b30f59b846a64c97']",2022-08-12 17:19,2022-08-12 20:19,2022-08-12 17:19 ~ 2022-08-12 17:41,78.28333333333333,3.558333333333333,39.141666666666666,17.1,22.0,nurse
,,,,,,,,,,
,,,,,,,,,,
6_9_5,"['6993a2266c734a23b29fa7cc0369d002', 'd30e6ee3a0b142849b78bf0a7e767427']",2022-08-08 17:22,2022-08-08 20:22,2022-08-08 17:22 ~ 2022-08-08 17:56,130.7,3.844117647058823,65.35,21.0,34.0,9_5
6_9_5,"['c1036ce6f9e340079970db0bae968350', '25cf708e74ba4508b0ea3154e3a43919']",2022-08-09 17:11,2022-08-09 19:11,2022-08-09 17:11 ~ 2022-08-09 17:15,14.266666666666667,3.566666666666667,7.133333333333334,11.1,4.0,9_5
6_9_5,"['c1890e9120f64dd494c118fc0637cd07', 'd7986c654bf44cf99a0ca45445939a59']",2022-08-10 17:58,2022-08-10 19:58,2022-08-10 17:58 ~ 2022-08-10 18:07,33.31666666666666,3.7018518518518513,16.65833333333333,12.9,9.0,9_5
6_9_5,"['fe8ae12cee8b4982aa2723aea60dadfd', 'c84d854a14174afba1569efd0a3b9b83']",2022-08-11 17:14,2022-08-11 21:14,2022-08-11 17:14 ~ 2022-08-11 17:45,111.56666666666666,3.5989247311827954,55.78333333333333,20.1,31.0,9_5
6_9_5,"['76afd4a89adb4161ac57be398980178f', 'f5bcadbc1a9949a297a439e52828edbf']",2022-08-12 17:57,2022-08-12 19:57,2022-08-12 17:57 ~ 2022-08-12 18:05,28.916666666666668,3.6145833333333335,14.458333333333334,12.6,8.0,9_5
6_9_5,"['2d176b4dcc4943928f3ba2c34c1c19af', 'd1b2f08761734add96dce5d82f0d4935']",2022-08-13 17:53,2022-08-13 21:53,2022-08-13 17:53 ~ 2022-08-13 18:05,44.38333333333333,3.698611111111111,22.191666666666666,13.8,12.0,9_5
6_9_5,"['4abd897348cf42c8991fc57d5cb28d03', '42e660197b014f8da3acfa74580e8914']",2022-08-14 17:14,2022-08-14 21:14,2022-08-14 17:14 ~ 2022-08-14 17:44,114.43333333333334,3.8144444444444447,57.21666666666667,19.8,30.0,9_5
13_nurse,"['9921ea0a6a57432bb2d3aac2c3ce8629', '03a4fc522bda4f30864ebce78db91d6e']",2022-08-08 17:28,2022-08-08 20:28,2022-08-08 17:28 ~ 2022-08-08 17:55,104.51666666666667,3.8709876543209876,52.25833333333333,18.9,27.0,nurse
13_nurse,"['d01fb9fa91e149b19c885fb9ae372a1c', 'fc3b573a30ea4209a819ca444d3ea9fc']",2022-08-09 17:19,2022-08-09 20:19,2022-08-09 17:19 ~ 2022-08-09 17:29,35.666666666666664,3.5666666666666664,17.833333333333332,13.2,10.0,nurse
,,,,,,,,,,
,,,,,,,,,,
13_nurse,"['78dbe7947d304020a5ae1a0c6e78175a', '94f5af7196224a00b29d20fa516e02b5']",2022-08-12 21:50,2022-08-13 01:50,2022-08-12 21:50 ~ 2022-08-12 22:24,137.53333333333333,4.045098039215686,68.76666666666667,21.0,34.0,nurse
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
20_9_5,"['d56cef8c4af24021915dadbb718a7aec', '127af5de26564fe4b3dacbcd03ec3336']",2022-08-09 17:51,2022-08-09 21:51,2022-08-09 17:51 ~ 2022-08-09 18:16,91.98333333333333,3.6793333333333336,45.99166666666667,18.0,25.0,9_5
20_9_5,"['edd201f9429c485ab33cbf29cd57a695', '227085a2935944269f351b2f65acce6b']",2022-08-10 17:43,2022-08-10 21:43,2022-08-10 17:43 ~ 2022-08-10 18:04,76.91666666666666,3.662698412698412,38.45833333333333,16.8,21.0,9_5
20_9_5,"['46303517b7934df19d441ed2efad3bf7', 'f3b8dce77e1e4e1aa3a191b2556729e5']",2022-08-11 17:52,2022-08-11 20:52,2022-08-11 17:52 ~ 2022-08-11 18:13,79.33333333333333,3.7777777777777777,39.666666666666664,16.8,21.0,9_5
20_9_5,"['de2e144512a7485a84aa9d81aeebed71', '7cfad294e1ed4c61a7bf30e72a6f6325']",2022-08-12 17:56,2022-08-12 19:56,2022-08-12 17:56 ~ 2022-08-12 18:15,68.83333333333333,3.6228070175438596,34.416666666666664,16.2,19.0,9_5
,,,,,,,,,,
20_9_5,"['12159838aaa34a7daf92c17fd06a0f0f', '3b37de009b9b4418aa883b062975b4fa']",2022-08-14 17:46,2022-08-14 21:46,2022-08-14 17:46 ~ 2022-08-14 18:00,53.9,3.85,26.95,14.4,14.0,9_5
3_nurse,"['53d7884a8e40408d9940dbc56ad32d1f', '1937c8ea3f8b4ae08d83a79447d5661c']",2022-08-08 09:24,2022-08-08 11:24,2022-08-08 10:53 ~ 2022-08-08 11:24,106.78333333333333,3.4446236559139782,53.391666666666666,20.1,31.0,nurse
3_nurse,"['6eb79a9877b04fb5a2cb107bf8b208a3', '74c675dbaaa144bb9dd6dd38240e1011']",2022-08-09 09:21,2022-08-09 11:21,2022-08-09 11:00 ~ 2022-08-09 11:14,45.96666666666667,3.2833333333333337,22.983333333333334,14.4,14.0,nurse
3_nurse,"['086696a3dfb2445e95a23b3f736f0292', '7cc9e906ddc945cb9ce4c11743583d05']",2022-08-10 09:12,2022-08-10 12:12,2022-08-10 11:25 ~ 2022-08-10 12:12,131.51666666666668,2.79822695035461,65.75833333333334,25.5,47.0,nurse
3_nurse,"['4338f14fb09640118cc36a371c1e34e7', 'd3c4809f041f4faeacc058ab76564f10']",2022-08-11 09:41,2022-08-11 13:41,2022-08-11 12:55 ~ 2022-08-11 13:41,149.03333333333333,3.2398550724637682,74.51666666666667,25.2,46.0,nurse
3_nurse,"['e6a6917960b1413489273fbcd837af22', '2d89c5e2fe9042be8f52ee6b14571654']",2022-08-12 17:25,2022-08-12 20:25,2022-08-12 17:25 ~ 2022-08-12 17:54,103.66666666666667,3.574712643678161,51.833333333333336,19.5,29.0,nurse
3_nurse,"['1001f7cea5044e22b8238f3a580874f5', '29a2629b76c24ee087f7a1236555e2a5']",2022-08-13 17:00,2022-08-13 20:00,2022-08-13 17:23 ~ 2022-08-13 18:00,135.16666666666666,3.653153153153153,67.58333333333333,22.2,37.0,nurse
,,,,,,,,,,
1_nurse,"['6e8da38033ae49edaaf1a15f54c77d47', 'b3cbc197bbd94ae8b4ea77cdb4de2350']",2022-08-08 09:54,2022-08-08 12:54,2022-08-08 12:00 ~ 2022-08-08 12:54,177.4,3.285185185185185,88.7,27.9,54.0,nurse
1_nurse,"['041dafe2d11c42a08ac59301570061c1', '2fc55d8493e443cbb18b0031a078e619']",2022-08-09 09:41,2022-08-09 12:41,2022-08-09 12:05 ~ 2022-08-09 12:41,112.11666666666667,3.1143518518518523,56.05833333333334,21.9,36.0,nurse
1_nurse,"['7ccfb0d7625b41459ff385654cd82cf3', '66dbdcb948b847efaa976d050d566b5c']",2022-08-10 09:24,2022-08-10 13:24,2022-08-10 12:00 ~ 2022-08-10 12:06,11.3,1.8833333333333335,5.65,11.7,6.0,nurse
1_nurse,"['ac2cedb63a3d443cb767f3eab3c832e4', '50382112bed447d8b256abb0da05a41d']",2022-08-11 09:55,2022-08-11 11:55,2022-08-11 11:30 ~ 2022-08-11 11:50,68.66666666666667,3.4333333333333336,34.333333333333336,16.5,20.0,nurse
1_nurse,"['c5f5c9fa1db94b648180bcd9378bd11a', 'ed0f3c568a974be5967fd4d184a0f48d']",2022-08-12 17:07,2022-08-12 19:07,2022-08-12 17:07 ~ 2022-08-12 17:14,24.733333333333334,3.5333333333333337,12.366666666666667,12.0,7.0,nurse
1_nurse,"['ca9072e169404016b4b1698ce64d7321', '36a3a3e7a58b455d81d0835f7d654e25']",2022-08-13 17:19,2022-08-13 20:19,2022-08-13 17:19 ~ 2022-08-13 18:17,213.86666666666667,3.6873563218390806,106.93333333333334,29.1,58.0,nurse
,,,,,,,,,,
10_9_5,"['22336af0f8d14335a3ec8d888a2f58af', '8b71841881f64d338901bd04c1c7d20f']",2022-08-08 17:59,2022-08-08 20:59,2022-08-08 17:59 ~ 2022-08-08 18:08,35.61666666666667,3.9574074074074073,17.808333333333334,12.9,9.0,9_5
10_9_5,"['31cb460f31a54c5fa3ee32b1216b105b', '92f1de068c924704a94c8714e9972ded']",2022-08-09 17:08,2022-08-09 20:08,2022-08-09 17:08 ~ 2022-08-09 17:42,121.46666666666667,3.5725490196078433,60.733333333333334,21.0,34.0,9_5
10_9_5,"['3a0fddff14ae48e6a9d8a053da781c36', 'd49d90d7c2cb42d386d053301065beba']",2022-08-10 17:20,2022-08-10 19:20,2022-08-10 17:30 ~ 2022-08-10 17:41,40.15,3.65,20.075,13.5,11.0,9_5
10_9_5,"['7d69dccc39574a7aae5e39e15b6e1349', 'ef88fc26ac31495386c3afe44eb58456']",2022-08-11 17:05,2022-08-11 19:05,2022-08-11 17:05 ~ 2022-08-11 17:08,10.7,3.5666666666666664,5.35,10.8,3.0,9_5
10_9_5,"['e9273b87e3d54cd3b695c741a1a12cf2', '4ff53e12915c493ba48a068470df1bb2']",2022-08-12 17:48,2022-08-12 20:48,2022-08-12 17:48 ~ 2022-08-12 17:57,32.25,3.5833333333333335,16.125,12.9,9.0,9_5
,,,,,,,,,,
10_9_5,"['bfaff437b8af4805aa3df1ce03ec4e7b', 'bf96f2fc60af41c8b4801b176a8d8f41']",2022-08-14 17:37,2022-08-14 21:37,2022-08-14 17:37 ~ 2022-08-14 18:03,100.35,3.8596153846153842,50.175,18.6,26.0,9_5
2_nurse,"['86feaff02bf84b39a00bde6ef6854b12', '665400befdc04959a16c149cc7e8e2c8']",2022-08-08 09:43,2022-08-08 13:43,2022-08-08 12:30 ~ 2022-08-08 13:24,176.8,3.274074074074074,88.4,27.9,54.0,nurse
2_nurse,"['afd3855436e04a22870e2e2e24414094', 'b0a5db0ce3d745319ae12575cb5742b6']",2022-08-09 09:35,2022-08-09 13:35,2022-08-09 12:34 ~ 2022-08-09 13:16,127.39999999999999,3.033333333333333,63.699999999999996,23.7,42.0,nurse
2_nurse,"['b1face2b35994f7b99c72a07c06d79d3', 'c31f59ed3c10485ea6143912cd2f4d41']",2022-08-10 09:18,2022-08-10 12:18,2022-08-10 12:00 ~ 2022-08-10 12:06,11.3,1.8833333333333335,5.65,11.7,6.0,nurse
2_nurse,"['99322851abb441398fb9a1ba8bae4d47', 'ed28caf98a044a8392231e50c9b1e9e9']",2022-08-11 09:02,2022-08-11 11:02,2022-08-11 10:54 ~ 2022-08-11 11:02,28.566666666666666,3.5708333333333333,14.283333333333333,12.6,8.0,nurse
,,,,,,,,,,
,,,,,,,,,,
2_nurse,"['afb998dbac3d497693f145688171c867', '4f3909c5174c47399ccd283fdb9b5f1b']",2022-08-14 17:13,2022-08-14 21:13,2022-08-14 17:13 ~ 2022-08-14 17:29,60.53333333333333,3.783333333333333,30.266666666666666,15.0,16.0,nurse
,,,,,,,,,,
,,,,,,,,,,
15_nurse,"['21b59430d52a4d4a9d020efc8fc3ab48', 'aebc7e4a1f42442d878955ff4a9e9b0b']",2022-08-10 17:26,2022-08-10 19:26,2022-08-10 17:30 ~ 2022-08-10 17:42,43.8,3.65,21.9,13.8,12.0,nurse
,,,,,,,,,,
15_nurse,"['b4b075e7f0fe4c5f9ff3259ece288623', 'af38633c2e924e08a66697a3c6d274a8']",2022-08-12 21:49,2022-08-13 00:49,2022-08-12 21:49 ~ 2022-08-12 21:52,12.1,4.033333333333333,6.05,10.8,3.0,nurse
15_nurse,"['9c04a6582014475eb92506d3f5ba613f', 'b6ab56a167174db6a1407393d8520e98']",2022-08-13 21:43,2022-08-14 00:43,2022-08-13 23:30 ~ 2022-08-13 23:32,7.566666666666666,3.783333333333333,3.783333333333333,10.5,2.0,nurse
,,,,,,,,,,
17_9_5,"['d514e758c4824f3e885966ff6f392901', 'e5608cf3dd5f4992a7f5c7b757fc3c74']",2022-08-08 17:31,2022-08-08 20:31,2022-08-08 17:31 ~ 2022-08-08 17:47,62.13333333333333,3.8833333333333333,31.066666666666666,15.3,16.0,9_5
17_9_5,"['717f719f45cf406b8d748a3d17d48017', 'fb2d6fff5c354194afc06d36783f5502']",2022-08-09 17:48,2022-08-09 21:48,2022-08-09 17:48 ~ 2022-08-09 18:04,57.93333333333334,3.6208333333333336,28.96666666666667,15.0,16.0,9_5
17_9_5,"['959d9eb44b1541dfadc714a89b5f38c7', 'bf6383c46fa644bcb81c67e816b9a0d0']",2022-08-10 17:47,2022-08-10 21:47,2022-08-10 17:47 ~ 2022-08-10 17:52,18.25,3.65,9.125,11.4,5.0,9_5
,,,,,,,,,,
,,,,,,,,,,
17_9_5,"['95be947dd3154368927f6ea3a03394b9', '77cab33555ef4d489065c7c4cbb5487f']",2022-08-13 17:00,2022-08-13 21:00,2022-08-13 17:30 ~ 2022-08-13 17:46,58.4,3.65,29.2,15.3,16.0,9_5
17_9_5,"['efcc5e9b1fe240b094bf2bd0ac6742d3', '19c9f225f2bd416c890b0000d95bee55']",2022-08-14 17:17,2022-08-14 20:17,2022-08-14 17:17 ~ 2022-08-14 17:33,60.733333333333334,3.7958333333333334,30.366666666666667,15.0,16.0,9_5
19_5_9,"['a81bede6d8e840779ca6066109cba1d0', 'b57177e6b7b6467d92c85f3b4d1db6d2']",2022-08-08 05:05,2022-08-08 09:05,2022-08-08 08:42 ~ 2022-08-08 09:05,86.6,3.7652173913043474,43.3,17.4,23.0,5_9
19_5_9,"['2f2f115391494b06b1cfb23a8dd14153', 'c0ed2222e8f448b6b399ed017503d24b']",2022-08-09 05:38,2022-08-09 09:38,2022-08-09 09:12 ~ 2022-08-09 09:38,93.19999999999999,3.5846153846153843,46.599999999999994,18.6,26.0,5_9
19_5_9,"['7deeb8b370704f95863059e88f1f92c1', '47c59938715b4bb8b9b383e9b23879fb']",2022-08-10 06:00,2022-08-10 10:00,2022-08-10 09:30 ~ 2022-08-10 09:47,59.5,3.5,29.75,15.6,17.0,5_9
,,,,,,,,,,
,,,,,,,,,,
19_5_9,"['9a5d2521670145a1924641d7e6404912', 'dc85cacb5e4d4a4ea856edaaba779783']",2022-08-13 05:37,2022-08-13 07:37,2022-08-13 07:15 ~ 2022-08-13 07:37,90.0,4.090909090909091,45.0,17.1,22.0,5_9
19_5_9,"['28ea17af831e485ca65035f94bfd2e8d', 'da317bd0dce44e97bf447cac7a4a61f1']",2022-08-14 05:43,2022-08-14 07:43,2022-08-14 06:55 ~ 2022-08-14 07:43,172.28333333333333,3.589236111111111,86.14166666666667,25.8,48.0,5_9
,,,,,,,,,,
1_9_5,"['545c5fc764ff44109c52f210cd493724', '6f7d567d8ac243bf935e6439a80ecbf3']",2022-08-09 17:24,2022-08-09 21:24,2022-08-09 17:24 ~ 2022-08-09 17:52,100.23333333333332,3.5797619047619045,50.11666666666666,19.2,28.0,9_5
1_9_5,"['2e08d8606d73460ca53fc6b835d66dce', 'ac692ea43a074fa298347b6e4c10a5ed']",2022-08-10 17:54,2022-08-10 20:54,2022-08-10 17:54 ~ 2022-08-10 18:35,152.31666666666666,3.715040650406504,76.15833333333333,23.4,41.0,9_5
1_9_5,"['8d4378fa3de8444f84e1a47b91a24903', '32bbb9d956034482b2de6f0255f859e2']",2022-08-11 17:08,2022-08-11 19:08,2022-08-11 17:08 ~ 2022-08-11 17:17,32.1,3.566666666666667,16.05,12.9,9.0,9_5
1_9_5,"['1e362b23fe0f4a7599e7bf2abba70afd', '4756c8d33394481aae08f1ccb0a52ec6']",2022-08-12 17:42,2022-08-12 20:42,2022-08-12 17:42 ~ 2022-08-12 17:56,50.166666666666664,3.583333333333333,25.083333333333332,14.4,14.0,9_5
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17_5_9,"['e0a57827421a4360af7be0be9a04794b', 'd9b1c67b7cb9481fa39d404e24b1e5ea']",2022-08-09 05:46,2022-08-09 08:46,2022-08-09 08:30 ~ 2022-08-09 08:38,29.6,3.7,14.8,12.6,8.0,5_9
17_5_9,"['c418e6acd5b140fbb8b0887d0905f0f4', '36c660d0bd694a4382639b36ad340015']",2022-08-10 05:04,2022-08-10 07:04,2022-08-10 06:30 ~ 2022-08-10 06:57,111.15,4.116666666666667,55.575,18.9,27.0,5_9
17_5_9,"['05c1b0facb5c469087b8d754ccba4443', '82a375c265fc4477bafa08b819dda4b5']",2022-08-11 05:02,2022-08-11 08:02,2022-08-11 07:56 ~ 2022-08-11 08:02,25.46666666666667,4.2444444444444445,12.733333333333334,11.7,6.0,5_9
17_5_9,"['9896fb9faeaf4e2092e1e1bf7c96c1e1', '88a487fd5c0b492083ccfb5afafb096e']",2022-08-12 05:24,2022-08-12 09:24,2022-08-12 08:53 ~ 2022-08-12 09:24,120.1,3.8741935483870966,60.05,20.1,31.0,5_9
17_5_9,"['8b9232e562f5461ebe3502377a64b1e6', '829b7d81aa1b4ce0abf0c01f86a21c68']",2022-08-13 05:00,2022-08-13 08:00,2022-08-13 07:30 ~ 2022-08-13 07:53,92.0,4.0,46.0,17.4,23.0,5_9
,,,,,,,,,,
8_9_5,"['014962f9735447cf8ff84c4a412e016b', '34a54aa4b1a44b578d4b93fefafe1c87']",2022-08-08 17:37,2022-08-08 19:37,2022-08-08 17:37 ~ 2022-08-08 17:58,81.55,3.8833333333333333,40.775,16.8,21.0,9_5
8_9_5,"['a51a2e9127e7471892886688e01adc8f', 'c8282ec89c5e4d0e93c7eefd4dbe77d8']",2022-08-09 17:16,2022-08-09 19:16,2022-08-09 17:16 ~ 2022-08-09 17:29,46.36666666666667,3.566666666666667,23.183333333333334,14.1,13.0,9_5
,,,,,,,,,,
8_9_5,"['fbd4bb04b5bf47249c88d073b5d08413', 'd74474a36eeb474f86279d8e3a23faaa']",2022-08-11 17:57,2022-08-11 19:57,2022-08-11 17:57 ~ 2022-08-11 18:29,123.03333333333335,3.844791666666667,61.51666666666667,20.4,32.0,9_5
8_9_5,"['eb046a737b064383bb27f01b2c39e608', '8d536e0b52994345829f409d27ead5a3']",2022-08-12 17:13,2022-08-12 20:13,2022-08-12 17:13 ~ 2022-08-12 17:41,99.48333333333333,3.5529761904761905,49.74166666666667,19.2,28.0,9_5
,,,,,,,,,,
8_9_5,"['6175e35d43694c0981b9ed904002ab66', '27c461bfa34747919f27514acec20e4d']",2022-08-14 17:29,2022-08-14 21:29,2022-08-14 17:29 ~ 2022-08-14 17:41,46.13333333333333,3.8444444444444446,23.066666666666666,13.8,12.0,9_5
,,,,,,,,,,
14_nurse,"['41c8339294f54bb0a5fb708dc660dc6c', '40cdf013fdce4e8fabbbe382ae62b32c']",2022-08-09 17:16,2022-08-09 21:16,2022-08-09 17:16 ~ 2022-08-09 18:08,187.3,3.601923076923077,93.65,27.0,52.0,nurse
14_nurse,"['fd3fc42f41784e2b9aa02a4988c565eb', '164956a9f1b84df9915cb2ff0a241ed4']",2022-08-10 18:01,2022-08-10 22:01,2022-08-10 18:01 ~ 2022-08-10 18:33,119.13333333333333,3.7229166666666664,59.56666666666666,20.4,32.0,nurse
14_nurse,"['01d06ff1085b447b82fb3a801164fddb', 'a479317d99fd4162bac34b7f31f0f936']",2022-08-11 17:36,2022-08-11 19:36,2022-08-11 17:36 ~ 2022-08-11 17:37,3.6333333333333333,3.6333333333333333,1.8166666666666667,10.2,1.0,nurse
14_nurse,"['917280d1530347db841672156b46456c', '5a816468abd24a83a9aab0928e47c42d']",2022-08-12 21:42,2022-08-13 01:42,2022-08-12 21:42 ~ 2022-08-12 21:59,68.56666666666666,4.033333333333333,34.28333333333333,15.6,17.0,nurse
14_nurse,"['f8a8aed7932b46b8b3fc8ad7e0ae3efe', 'e447fd4c99554316bcab242dac3582e2']",2022-08-13 21:44,2022-08-14 01:44,2022-08-13 23:30 ~ 2022-08-14 00:12,159.5,3.7976190476190474,79.75,23.7,42.0,nurse
14_nurse,"['cdbba235bd5f453f8900102c9a1df0bd', '9c255a6cc1a24713bc415575a049092a']",2022-08-14 21:37,2022-08-15 00:37,2022-08-14 23:00 ~ 2022-08-14 23:04,17.4,4.35,8.7,11.1,4.0,nurse
14_5_9,"['35d613964100488c8578fe742c7f902a', 'b88ac51a18ee42a6a053efadf8345b8f']",2022-08-08 05:46,2022-08-08 09:46,2022-08-08 09:30 ~ 2022-08-08 09:43,46.8,3.5999999999999996,23.4,14.1,13.0,5_9
14_5_9,"['15c10cb323b741cbbf896024138a58c2', '29dbbc8185f943dcbc7235256c844f58']",2022-08-09 05:42,2022-08-09 09:42,2022-08-09 09:21 ~ 2022-08-09 09:42,75.0,3.5714285714285716,37.5,16.8,21.0,5_9
,,,,,,,,,,
14_5_9,"['78fdd72260144832931358d35c3bcad6', 'd737881464bf40caab67b82f618230ab']",2022-08-11 05:09,2022-08-11 07:09,2022-08-11 07:00 ~ 2022-08-11 07:07,30.216666666666665,4.316666666666666,15.108333333333333,12.0,7.0,5_9
,,,,,,,,,,
14_5_9,"['103a953db6ce4396a05b64897d50854b', 'df256c59d0874b3891929b154694c2b2']",2022-08-13 05:21,2022-08-13 08:21,2022-08-13 07:29 ~ 2022-08-13 08:21,204.98333333333335,3.94198717948718,102.49166666666667,27.0,52.0,5_9
14_5_9,"['559fa66649814c529d4a3209dc12be93', '78219f8ef0cb4b5990c3f173ccccfb9c']",2022-08-14 05:24,2022-08-14 08:24,2022-08-14 08:00 ~ 2022-08-14 08:23,77.81666666666666,3.3833333333333333,38.90833333333333,17.4,23.0,5_9
,,,,,,,,,,
2_9_5,"['99a57e0ac87647b6a70dd1fc895cc1b4', 'b927896f16c24321870a55ab326514da']",2022-08-09 17:30,2022-08-09 20:30,2022-08-09 17:30 ~ 2022-08-09 18:13,156.03333333333333,3.6286821705426355,78.01666666666667,24.0,43.0,9_5
2_9_5,"['7c23d9bf052148388a1c74d81a0a3e7e', '472c66e42e3c49db81d650a83d0e1e52']",2022-08-10 17:53,2022-08-10 20:53,2022-08-10 17:53 ~ 2022-08-10 18:27,125.89999999999999,3.702941176470588,62.949999999999996,21.3,34.0,9_5
2_9_5,"['047e19dd9a5444299c8cdbe729ec65b8', '900e93c3a8f64945aaad0f74a1243643']",2022-08-11 17:04,2022-08-11 20:04,2022-08-11 17:04 ~ 2022-08-11 17:07,10.7,3.5666666666666664,5.35,10.8,3.0,9_5
,,,,,,,,,,
2_9_5,"['6a147e368df4478aac075cdbb10797cd', '13389263f9e54b55b25b7352807d9f1b']",2022-08-13 17:17,2022-08-13 19:17,2022-08-13 17:30 ~ 2022-08-13 17:33,10.95,3.65,5.475,10.8,3.0,9_5
,,,,,,,,,,
17_nurse,"['8f18a2cbc8b5456586217795d0262e5e', '6ae36d659b4a4b12b05c74c93e49e336']",2022-08-08 17:41,2022-08-08 21:41,2022-08-08 17:41 ~ 2022-08-08 18:16,137.25,3.9214285714285713,68.625,21.6,35.0,nurse
17_nurse,"['412291c4728548088f38f7d26fefa140', 'd0a87072769d44b196cf92cca87aeda4']",2022-08-09 17:44,2022-08-09 20:44,2022-08-09 17:44 ~ 2022-08-09 17:57,46.583333333333336,3.5833333333333335,23.291666666666668,14.1,13.0,nurse
,,,,,,,,,,
17_nurse,"['4552b111a483437c9054c8ab8f07d6e4', '951ca06cdc594897bb704df44d04407e']",2022-08-11 17:49,2022-08-11 20:49,2022-08-11 17:49 ~ 2022-08-11 18:05,59.3,3.70625,29.65,15.0,16.0,nurse
17_nurse,"['bcbfe468e32147c6af2d99a99a0f91d4', '0792071e24c744a5a5e1d9dd4b6b1650']",2022-08-12 21:48,2022-08-12 23:48,2022-08-12 21:48 ~ 2022-08-12 21:50,8.066666666666666,4.033333333333333,4.033333333333333,10.5,2.0,nurse
