user_id,journey_id,plug_in_date,plug_in_time,departure_date,departure_time,distance,user_type
4_nurse,288cdcc2290240afa1c46897e3afec03,2022/08/11,17:39,2022/08/12,08:48,10,nurse
5_nurse,9f708dc7def1456eb67bf23ad089ebfc,2022/08/11,17:51,2022/08/12,08:23,31,nurse
6_nurse,77f8228e2fe046d1bdaddcfa4ef2a2e7,2022/08/11,17:06,2022/08/12,08:28,24,nurse
4_nurse,fa3bd4602dc74033b1bd1c328ca3ef92,2022/08/15,08:15,2022/08/15,23:25,28,nurse
5_nurse,9ffd255a48cf47189a865906ad5fa337,2022/08/15,08:00,2022/08/15,23:10,44,nurse
6_nurse,6c254a25f28f49efb74266040f10a57b,2022/08/15,08:11,2022/08/15,23:29,30,nurse
4_nurse,4f00c3ff59654c1dad6c0d6b8d7ed92c,2022/08/16,08:50,2022/08/16,23:13,47,nurse
5_nurse,545bfd81589c44b38f2f3c66a6c41286,2022/08/16,08:01,2022/08/16,23:55,5,nurse
6_nurse,a4318fac39ae496296b0361706bd9f0c,2022/08/16,08:13,2022/08/16,23:39,15,nurse
4_nurse,937e8b062933415286a4c49346b1f694,2022/08/17,08:50,2022/08/17,23:02,46,nurse
5_nurse,914de31a709f42b8b9eae322aad32cb8,2022/08/17,08:28,2022/08/17,23:08,38,nurse
6_nurse,7e81d2a0ff0e4c3a85fd500b30d15571,2022/08/17,08:41,2022/08/17,23:46,11,nurse
1_nurse,5b7b63bfb7794929a873bbd11dd32d26,2022/08/15,17:47,2022/08/16,08:19,37,nurse
2_nurse,a120c89d504841cba0f3f5d06cc4010a,2022/08/15,17:52,2022/08/16,08:02,41,nurse
3_nurse,b591ada30389485791e85c022bb76c74,2022/08/15,17:51,2022/08/16,08:30,29,nurse
1_nurse,f2a618c8195f4e33bf6f5044969ffff6,2022/08/16,17:42,2022/08/17,08:42,19,nurse
2_nurse,519537871d1f4eacb7a55115e64085ca,2022/08/16,17:31,2022/08/17,09:01,1,nurse
3_nurse,768def9bf71145d9a0d4b32e2af52d2d,2022/08/16,17:09,2022/08/17,08:27,23,nurse
1_nurse,b981310bfc1a40c093ac8cc6bbc1248d,2022/08/17,17:40,2022/08/18,08:26,34,nurse
2_nurse,dd88233851b54a52b648440a5ce1942f,2022/08/17,17:32,2022/08/18,08:33,24,nurse
3_nurse,a1bff0c3428344ceb0786072048c39e9,2022/08/17,18:01,2022/08/18,08:19,39,nurse
